Customer Review,Date Of Stay,Customer Rating,Owner Responded
The hotel was a breath of fresh air.  Very clean lines and a cooling atmosphere.  The bedrooms were beautifully appointed. The meal in the restaurant was a little disappointing but the breakfast the following morning more than made up for it. Unfortunately I. only had time to stay one night,Date of stay: April 2009,bubble_30,
"My wife and me stayed for 4 days in March 2009. The hotel is outstanding and we have never experienced such incredible service before. Each room had personalised butler service (including packing / unpacking!!!).  Hotel staff at all venues were very cordial and helpful.  Infact, the crew at the 360 degrees coffe shop made dining a better experience.  They were always smiling and helping us with selection  etc.  Also, i must mention the housekeeping staff who were brilliant.  Infact, my wife left her t-shirt behind which was returned in my next trip.     The food at the 360 degrees was simply outstanding.  I think the finest breakfast spread ive ever had.  We were just expecting nibbles but breakfast was a delicious spread spread with cheeses fruit pastries etc. Restaurants are…",Date of stay: March 2009,bubble_50,
"One of the best hotels I have ever stayed in. The staff were exceptional with a level of service that I have so far found hard to beat. Not over the top, just attentive with the sense that to serve was an honour. I loved the fact that everyone smiled at you in a gracious way The food was good; the breakfasts were excellent in particular. The spa and swimming pool (indoor) were a haven of peace. In the chaos that is New Delhi, congratulations need to go to the manager and his team for maintaining such a high standard. Could so do with Oberoi in Canada.",Date of stay: May 2009,bubble_50,
"Oberoi is probably still the best business hotel in delhi. Great restaurants, especially 360, newly renovated gym, spa and pool and unbeatable location next to the golf club.",Date of stay: February 2009,bubble_50,
"I stayed at the Oberoi with my uncle when he had visited Delhi in 2007. The bed was really cozy and the mattresses gave you the feeling that you are sinking into it. I dont think I've slept so well in my life ever. Though the rooms were slightly towards the smaller side, the grandeur of the Oberoi is unmatched. Also, the Oberoi is a paradise for luxury brands: Louis Vitton, Gucci, Bvlgari",Date of stay: November 2007,bubble_50,
"A good and convenient hotel for business travellers.  The rooms are business traveller friendly with all the facilities that one requires to conduct business efficiently - internet access, business centre and CNN and BBC World television channels offered to keep in touch with international news.  The staff are very friendly - in true Indian style and always welcoming and always willing to go an extra mile with its service.  A good hotel that I recommend for all travellers.",Date of stay: January 2007,bubble_50,
"I travelled to New Delhi at the end of March on a business trip and selected the Oberoi Hotel on Trip Advisor recommendations. It is the most fantastic luxurious hotel with first class service at all times and thoroughly deserves it's five star rating. When I arrived in the early hours of the morning after an over-night flight I was immediately given a room ""to rest and relax in"" until my designated room was ready. My booking was for that night but I was moved into my room within an hour of arriving. It was on the fifth floor of the hotel overlooking New Delhi golf course and the ""old"" pool and was beautifully furnished and pristine clean. During my week's stay there the bed linen was changed every day, the towels twice and sometimes three times per day and the bathroom cleaned…",Date of stay: March 2009,bubble_50,
"I recently had the pleasure of staying at the Oberoi New Delhi twice during a recent visit to India. On both ocassions we had a very well appointed Executive Suite whcih although a little dated was more than adequate enough.  The new pool area is awesome and the service there si as good as in the rest of the hotel; bottled waters and sunscreen included.  We spent a total of 5 nights at the hotel and so we gfot to enjoy msot of the facilities inclduing the Threesixty and Travertino restaurants, service and food were great at both of them.  the spa was also very enjoyable and the prices were not too bad.  i would not hesitate to stay at this hotel again if I ever have the chance; although the imperial hotel looks very nice I doubt the service would eb up to apr with the Oberoi.",Date of stay: April 2009,bubble_50,
I went with my wife and stayed there for two days and one night and it was really a very good experience. We had a very good experience of good hospitality and best Services ever dreamt. The staff was so humble and well behaved and mannered that you cannot expect anything better than this.,Date of stay: December 2006,bubble_50,
"I stayed here for 3 nights in a Luxury Room. I used to stay here on business in the late 1990's, when it was the top hotel in Delhi. The business service is still excellent, but the rooms feel shabby & the Indian food is very average; it's great as a business hotel but may be disappointing if you're looking for something special on a holiday.  The hotel is extremely well located, which is one of its best features given the bad traffic in Delhi; it was convenient for me to visit both north & south Delhi. The front desk, concierge & business center staff were in general excellent - professional & efficient. However, the concierge did not seem to know much about shopping destinations (I asked how long it would take to get to a few different places & ended up calling the stores…",Date of stay: March 2009,bubble_40,
